,timepoint,infection_count,Std,N,Missing,Seroprev,Std,N,Missing
0,7,0.006,0.0030439197819008,500,1,0,0.00186163817169527,500,1
1,14,0,0.00369283840227408,500,1,0.004,0.00277647511543074,500,1
2,21,0.008,0.00466492350647705,500,1,0.014,0.00375469302831017,500,1
3,28,0.012,0.0057657280588212,500,1,0.016,0.00486679327174388,500,1
4,35,0.026,0.00704076714884943,500,1,0.01,0.00623026658415981,500,1
5,42,0.036,0.00858823015578971,500,1,0.036,0.0077900845370711,500,1
6,49,0.082,0.01036210652089,500,1,0.048,0.00962795484209898,500,1
7,56,0.096,0.0122562902680225,500,1,0.064,0.0117487197852991,500,1
8,63,0.146,0.0143585881536285,500,1,0.11,0.0140296465817979,500,1
9,70,0.172,0.0161262194041823,500,1,0.174,0.0164540309179586,500,1
10,77,0.188,0.0175453112343764,500,1,0.202,0.0187004670578498,500,1
11,84,0.252,0.0185499071016057,500,1,0.308,0.0205654259571875,500,1
12,91,0.272,0.0190275762145376,500,1,0.394,0.0218148136540527,500,1
13,98,0.244,0.0189565898885039,500,1,0.514,0.0223421687145703,500,1
14,105,0.18,0.0184281474893169,500,1,0.616,0.0221688099880996,500,1
15,112,0.188,0.0174944625293553,500,1,0.668,0.0214468155588984,500,1
16,119,0.168,0.0162531687585626,500,1,0.692,0.0203656615710914,500,1
17,126,0.136,0.0147834133612264,500,1,0.752,0.0191151970190325,500,1
18,133,0.078,0.0131623732013289,500,1,0.81,0.0178727373667699,500,1
19,140,0.088,0.0115742874221376,500,1,0.814,0.0167359483225092,500,1
20,147,0.046,0.0100006040913258,500,1,0.866,0.015739268756424,500,1
21,154,0.04,0.00864703731473808,500,1,0.874,0.0149478604459499,500,1
22,161,0.024,0.00733484282093712,500,1,0.87,0.0142839007994769,500,1
23,168,0.024,0.0062114191524487,500,1,0.876,0.0137847455788353,500,1
24,175,0.006,0.0052967526900731,500,1,0.896,0.0134222143673968,500,1
25,182,0.008,0.00437756782288782,500,1,0.922,0.0131377689741139,500,1
26,189,0.006,0.00370998844366789,500,1,0.906,0.0129464733017081,500,1
27,196,0.008,0.00319108674398691,500,1,0.936,0.0128191468103916,500,1
28,203,0.002,0.00261336852391037,500,1,0.894,0.0127133957903985,500,1
29,210,0.004,0.00217329152823968,500,1,0.93,0.0126411715221374,500,1
30,217,0.002,0.00182470266871001,500,1,0.918,0.0125972722744354,500,1
31,224,0.004,0.00197104330076395,500,1,0.926,0.0125908101581221,500,1
32,231,0.002,0.00190835037202256,500,1,0.928,0.0125542005530256,500,1
33,238,0.002,0.00218115153239621,500,1,0.912,0.0125269892474986,500,1
34,245,0.004,0.00264216261317203,500,1,0.884,0.0125100969482517,500,1
35,252,0.008,0.00328948555213271,500,1,0.924,0.0124966501121386,500,1
36,259,0.008,0.00418828019327383,500,1,0.932,0.0124786465918576,500,1
37,266,0.012,0.00540999278119973,500,1,0.926,0.0124601698618418,500,1
38,273,0.034,0.00703547561350699,500,1,0.934,0.0124255424585129,500,1
39,280,0.05,0.00886178849661166,500,1,0.922,0.012374044387188,500,1
40,287,0.064,0.0111597678041977,500,1,0.934,0.0122955253286623,500,1
41,294,0.106,0.0137290862139977,500,1,0.928,0.0121578407318466,500,1
42,301,0.144,0.0164186517487396,500,1,0.928,0.0119388157429708,500,1
43,308,0.238,0.0187266079092308,500,1,0.934,0.0116085732051943,500,1
44,315,0.282,0.0204522109766585,500,1,0.94,0.0111230945061182,500,1
45,322,0.334,0.0213808442710909,500,1,0.928,0.0104971355413655,500,1
46,329,0.382,0.021663622730717,500,1,0.936,0.00971219878580738,500,1
47,336,0.334,0.0215199931197253,500,1,0.974,0.00885065331193469,500,1
48,343,0.34,0.0209815642979269,500,1,0.974,0.00793997568370508,500,1
49,350,0.254,0.0200044428648139,500,1,0.97,0.00704677267638866,500,1
50,357,0.216,0.0185739378497665,500,1,0.972,0.00620260734511749,500,1
51,364,0.16,0.0168316309151718,500,1,0.984,0.0054461257336482,500,1
52,371,0.116,0.0149797703890796,500,1,0.982,0.00478234937748739,500,1
53,378,0.102,0.0131008356467684,500,1,0.994,0.00427077727894292,500,1
54,385,0.078,0.0112897496813199,500,1,0.992,0.00378985641696507,500,1
55,392,0.042,0.0096527664902763,500,1,0.996,0.00339098309763333,500,1
56,399,0.032,0.00828479228282567,500,1,1,0.00312497948182346,500,1
