,timepoint,infection_count,Std,N,Missing,Seroprev,Std,N,Missing
0,7,0.012,0.00627082345561184,500,1,0.006,0.00286055651786403,500,1
1,14,0.03,0.00734155305892947,500,1,0.022,0.00420878995595365,500,1
2,21,0.044,0.00860116134062748,500,1,0.014,0.00560154126489649,500,1
3,28,0.066,0.00991887941727236,500,1,0.026,0.00703836603123896,500,1
4,35,0.072,0.0113443850658618,500,1,0.036,0.00848866133009265,500,1
5,42,0.102,0.0128580784195261,500,1,0.062,0.010123144097539,500,1
6,49,0.13,0.014494766968822,500,1,0.066,0.0118335734233966,500,1
7,56,0.16,0.0160948988763137,500,1,0.122,0.0136123706348175,500,1
8,63,0.176,0.0174636202354627,500,1,0.132,0.0154460117527763,500,1
9,70,0.21,0.0184963391497183,500,1,0.204,0.0172511199406641,500,1
10,77,0.216,0.0192736279865153,500,1,0.216,0.0188227614114907,500,1
11,84,0.254,0.0195577085757177,500,1,0.264,0.0201414909302763,500,1
12,91,0.256,0.0195560056873042,500,1,0.324,0.0211318229452292,500,1
13,98,0.256,0.01911595051751,500,1,0.408,0.0217974487234487,500,1
14,105,0.204,0.0185075899139631,500,1,0.46,0.0221796135252499,500,1
15,112,0.184,0.0175149079561696,500,1,0.458,0.0223411429937363,500,1
16,119,0.166,0.0164124498005722,500,1,0.508,0.0223505418292529,500,1
17,126,0.124,0.0150631317507835,500,1,0.528,0.0222684970685268,500,1
18,133,0.124,0.0136019126296424,500,1,0.568,0.0221426186105989,500,1
19,140,0.09,0.0120384626291816,500,1,0.59,0.0220082721106277,500,1
20,147,0.062,0.0105926550075849,500,1,0.59,0.0218819851999817,500,1
21,154,0.05,0.00927142209676397,500,1,0.598,0.02177573480719,500,1
22,161,0.024,0.0080689277795019,500,1,0.618,0.0216896456618794,500,1
23,168,0.026,0.00699243568669607,500,1,0.624,0.0216211233271425,500,1
24,175,0.008,0.00611913435197372,500,1,0.664,0.0215664432315988,500,1
25,182,0.01,0.00525052201162413,500,1,0.656,0.0215237356451359,500,1
26,189,0.012,0.0043962887257879,500,1,0.648,0.0214904777125003,500,1
27,196,0.01,0.00388466719845442,500,1,0.654,0.0214671670900591,500,1
28,203,0.002,0.00322244666255216,500,1,0.592,0.0214482928035447,500,1
29,210,0.002,0.00278137087503424,500,1,0.6,0.0214356362791447,500,1
30,217,0.006,0.00242115173814481,500,1,0.624,0.0214259785949685,500,1
31,224,0,0.00218603675426703,500,1,0.632,0.0214183129339194,500,1
32,231,0,0.00193667150860785,500,1,0.658,0.0214129913548713,500,1
33,238,0.002,0.00174110183919532,500,1,0.638,0.0214089894094283,500,1
34,245,0,0.00141297159498499,500,1,0.598,0.0214053660594205,500,1
35,252,0.002,0.00132311463662153,500,1,0.648,0.0214033695163065,500,1
36,259,0.002,0.00114531352611005,500,1,0.606,0.0214008840108972,500,1
37,266,0.002,0.000980410619088547,500,1,0.658,0.0213993866526619,500,1
38,273,0.002,0.000705942579194551,500,1,0.67,0.0213977844768891,500,1
39,280,0,0.000373475738216307,500,1,0.592,0.0213971024108757,500,1
40,287,0,0.000266777614572095,500,1,0.67,0.0213969997137876,500,1
41,294,0,0.000280910679634447,500,1,0.624,0.021397039184564,500,1
42,301,0,0.000179256908349698,500,1,0.648,0.0213969451706638,500,1
43,308,0,9.00738160177153E-05,500,1,0.63,0.0213968546699217,500,1
44,315,0,0.000135777439735234,500,1,0.654,0.0213968690985194,500,1
45,322,0,0.000326530635080158,500,1,0.652,0.0213969161167578,500,1
46,329,0,0.000344561196037505,500,1,0.654,0.0213967880420466,500,1
47,336,0,5.50794974910343E-05,500,1,0.63,0.0213966261562198,500,1
48,343,0,0.000203935912239351,500,1,0.632,0.0213966776818252,500,1
49,350,0,8.27845683034664E-05,500,1,0.676,0.0213966254594927,500,1
50,357,0,0.000220095594338782,500,1,0.65,0.0213966010419773,500,1
51,364,0.004,0.00225658569863693,500,1,0.66,0.0213985172115204,500,1
52,371,0.004,0.0027620774635348,500,1,0.694,0.0213946320701777,500,1
53,378,0.008,0.00355474742584755,500,1,0.636,0.0213906356939303,500,1
54,385,0.008,0.00440113090039603,500,1,0.634,0.0213832745218143,500,1
55,392,0.016,0.00549488858505677,500,1,0.664,0.0213729445192387,500,1
56,399,0.026,0.00701719234297918,500,1,0.61,0.0213561811334631,500,1
