,0,1
0,0.4058667865202233,0.00016901199305029217
1,0.4058667865202234,0.00016901199305029217
2,0.40586678652022323,0.00016901199305029217
3,0.40586678652022334,0.00016901199305029217
4,0.40586678652022307,0.00016901199305029217
5,0.4058667865202233,0.00016901199305029217
6,0.40586678652022307,0.00016901199305029217
7,0.40586678652022334,0.00016901199305029217
8,0.40586678652022307,0.00016901199305029217
9,0.40586678652022323,0.00016901199305029217
10,0.4058667865202232,0.00016901199305029217
11,0.40586678652022334,0.00016901199305029217
12,0.40586678652022357,0.00016901199305029217
13,0.40586678652022307,0.00016901199305029217
14,0.40586678652022345,0.00016901199305029217
15,0.4058667865202233,0.00016901199305029217
16,0.4058667865202235,0.00016901199305029217
17,0.40586678652022334,0.00016901199305029217
18,0.405866786520223,0.00016901199305029217
19,0.40586678652022323,0.00016901199305029217
